
                if(result==-1) {
                    printf("\nSorry, '%s' was not found in the music library.\n\n", searchTitle);
                } else {
                    printf("\n'%s' by %s was found in the music library.\n\n", myMusicList[result].title, myMusicList[result].artist);
                }
                break;

            case 3: ; //Deleting a song
                printf("\nEnter the title of the song you want to delete: ");
                fgets(deleteTitle,sizeof(deleteTitle),stdin);
                deleteSong(myMusicList, deleteTitle, &totalSongs);
                break;

            case 4: ; //Displaying the song list
                displayList(myMusicList, totalSongs);
                break;

            case 5: ; //Exiting the program
                printf("\nThank you for using the Music Library Management System :)\n\n");
                exit(0);
                break;

            default:
                printf("\nInvalid choice, please try again.\n\n");
                break;
        }
    } while(1);

    return 0;
}

void printMenu() {
    printf("1. Add a song\n");
    printf("2. Search for a song\n");
    printf("3. Delete a song\n");
    printf("4. Display the music list\n");
    printf("5. Exit the program\n");
    printf("\nEnter your choice: ");
}

int searchSong(struct nodes *list, char *searchTitle, int total) {
    for(int i=0; i<total; i++) {
        if(strncmp(list[i].title,searchTitle,strlen(searchTitle)-1)==0) {
            return i;
        }
    }
    return -1;
}

void deleteSong(struct nodes *list, char *searchTitle, int *total) {
    int index=searchSong(list,searchTitle,*total);

    if(index==-1) {
        printf("\nSorry, '%s' was not found in the music library.\n\n", searchTitle);
    } else {
        printf("\n'%s' by %s has been deleted from the music library.\n\n", list[index].title, list[index].artist);
        for(int i=index; i<*total; i++) {
            list[i]=list[i+1];
        }
        (*total)--;
    }
}

void displayList(struct nodes *list, int total) {
    printf("\n---Music Library---\n\n");
    for(int i=0; i<total; i++) {
        printf("%d. '%s' by %s\n", i+1, list[i].title, list[i].artist);
    }
    printf("\n");
}`,`/* This file was generated by the Hex-Rays decompiler version 8.3.0.230608.
   Copyright (c) 2007-2021 Hex-Rays <info@hex-rays.com>

   Detected compiler: Visual C++
*/

#include <windows.h>
#include <defs.h>


//-------------------------------------------------------------------------
// Function declarations

int scanf(const char *const Format, ...);
int printf(const char *const Format, ...);
int __fastcall main(int argc, const char **argv, const char **envp);
__int64 printMenu(void); // weak
__int64 __fastcall searchSong(_QWORD, _QWORD, _QWORD); // weak
__int64 __fastcall deleteSong(_QWORD, _QWORD, _QWORD); // weak
__int64 __fastcall displayList(_QWORD, _QWORD); // weak
__int64 __fastcall _main(_QWORD, _QWORD, _QWORD); // weak
// int __cdecl getchar();
// char *__cdecl fgets(char *Buffer, int MaxCount, FILE *Stream);
// void __cdecl __noreturn exit(int Code);
FILE *__cdecl _acrt_iob_func(unsigned int Ix);
FILE *__cdecl __acrt_iob_func(unsigned int Ix);


//----- (00000001400015E2) ----------------------------------------------------
int __fastcall main(int argc, const char **argv, const char **envp)
{
  FILE *v3; // rax
  FILE *v4; // rax
  FILE *v5; // rax
  FILE *v6; // rax
  char v8[64]; // [rsp+20h] [rbp-60h] BYREF
  char Buffer[56]; // [rsp+60h] [rbp-20h] BYREF
  unsigned int v10; // [rsp+98h] [rbp+18h] BYREF
  int v11; // [rsp+9Ch] [rbp+1Ch] BYREF
  char v12[10012]; // [rsp+A0h] [rbp+20h] BYREF
  int v13; // [rsp+27BCh] [rbp+273Ch]

  _main(argc, argv, envp);
  v10 = 0;
  printf("Welcome to the Music Library Management System :)\n\n");
  while ( 1 )
  {
    printMenu();
    scanf("%d", &v11);
    getchar();
    switch ( v11 )
    {
      case 1:
        printf("\nEnter the title of the song: ");
        v3 = __acrt_iob_func(0);
        fgets(&v12[100 * v10], 50, v3);
        printf("Enter the name of the artist: ");
        v4 = __acrt_iob_func(0);
        fgets(&v12[100 * v10 + 50], 50, v4);
        printf("\n'%s' by %s has been added to the music library!\n\n", &v12[100 * v10], &v12[100 * v10 + 50]);
        ++v10;
        break;
      case 2:
        printf("\nEnter the title of the song: ");
        v5 = __acrt_iob_func(0);
        fgets(Buffer, 50, v5);
        v13 = searchSong(v12, Buffer, v10);
        if ( v13 == -1 )
          printf("\nSorry, '%s' was not found in the music library.\n\n", Buffer);
        else
          printf("\n'%s' by %s was found in the music library.\n\n", &v12[100 * v13], &v12[100 * v13 + 50]);
        break;
      case 3:
        printf("\nEnter the title of the song you want to delete: ");
        v6 = __acrt_iob_func(0);
        fgets(v8, 50, v6);
        deleteSong(v12, v8, &v10);
        break;
      case 4:
        displayList(v12, v10);
        break;
      case 5:
        printf("\nThank you for using the Music Library Management System :)\n\n");
        exit(0);
      default:
        printf("\nInvalid choice, please try again.\n\n");
        break;
    }
  }
}
// 140001900: using guessed type __int64 printMenu(void);
// 140001969: using guessed type __int64 __fastcall searchSong(_QWORD, _QWORD, _QWORD);
// 1400019F4: using guessed type __int64 __fastcall deleteSong(_QWORD, _QWORD, _QWORD);
// 140001BA1: using guessed type __int64 __fastcall displayList(_QWORD, _QWORD);
// 140001D20: using guessed type __int64 __fastcall _main(_QWORD, _QWORD, _QWORD);
// 1400015E2: using guessed type char var_2720[10012];

// nfuncs=182 queued=1 decompiled=1 lumina nreq=0 worse=0 better=0
// ALL OK, 1 function(s) have been successfully decompiled
`
`//FormAI DATASET v1.0 Category: Dice Roller ; Style: peaceful
#include <stdio.h>
#include <stdlib.h>
#include <time.h>

// Function to roll dice
int rollDice(int numDice, int sides) {
    int total = 0;
    for (int i = 0; i < numDice; i++) {
        total += (rand() % sides) + 1;
    }
    return total;
}

int main() {
    int numDice, sides, rollCount;
    char input;

    // Seed the random number generator
    srand(time(NULL));

    // Welcome message
    printf("Welcome to the Dice Roller!\n\n");

    do {
        // Prompt the user for input
        printf("How many dice would you like to roll? (1-10): ");
        scanf("%d", &numDice);

        // Validate input
        while (numDice < 1 || numDice > 10) {
            printf("Invalid input, please choose a value between 1 and 10: ");
            scanf("%d", &numDice);
        }

        printf("How many sides should the dice have? (2-100): ");
        scanf("%d", &sides);

        // Validate input
        while (sides < 2 || sides > 100) {
            printf("Invalid input, please choose a value between 2 and 100: ");
            scanf("%d", &sides);
        }

        printf("How many times do you want to roll the dice? (1-100): ");
        scanf("%d", &rollCount);

        // Validate input
        while (rollCount < 1 || rollCount > 100) {
            printf("Invalid input, please choose a value between 1 and 100: ");
            scanf("%d", &rollCount);
        }

        // Roll the dice and print the results
        printf("\nRolling %d %d-sided dice %d times...\n\n", numDice, sides, rollCount);

        for (int i = 0; i < rollCount; i++) {
            printf("Roll %d: %d\n", i+1, rollDice(numDice, sides));
        }

        // Prompt the user to play again
        printf("\nWould you like to roll again? (y/n): ");
        scanf(" %c", &input);

    } while (input == 'y' || input == 'Y');

    // Thank you message
    printf("\nThank you for using the Dice Roller! Have a great day!\n");

    return 0;
}`,`/* This file was generated by the Hex-Rays decompiler version 8.3.0.230608.
   Copyright (c) 2007-2021 Hex-Rays <info@hex-rays.com>

   Detected compiler: Visual C++
*/

#include <windows.h>
#include <defs.h>


//-------------------------------------------------------------------------
// Function declarations

int scanf(const char *const Format, ...);
int printf(const char *const Format, ...);
static time_t __cdecl time(time_t *const Time);
__int64 __fastcall rollDice(_QWORD, _QWORD); // weak
int __fastcall main(int argc, const char **argv, const char **envp);
__int64 __fastcall _main(_QWORD, _QWORD, _QWORD); // weak
// void __cdecl srand(unsigned int Seed);


//----- (0000000140001645) ----------------------------------------------------
int __fastcall main(int argc, const char **argv, const char **envp)
{
  unsigned int v3; // eax
  unsigned int v4; // eax
  char v6; // [rsp+2Fh] [rbp-11h] BYREF
  int v7; // [rsp+30h] [rbp-10h] BYREF
  unsigned int v8; // [rsp+34h] [rbp-Ch] BYREF
  unsigned int v9; // [rsp+38h] [rbp-8h] BYREF
  int i; // [rsp+3Ch] [rbp-4h]

  _main(argc, argv, envp);
  v3 = time(0i64);
  srand(v3);
  printf("Welcome to the Dice Roller!\n\n");
  do
  {
    printf("How many dice would you like to roll? (1-10): ");
    scanf("%d", &v9);
    while ( (int)v9 <= 0 || (int)v9 > 10 )
    {
      printf("Invalid input, please choose a value between 1 and 10: ");
      scanf("%d", &v9);
    }
    printf("How many sides should the dice have? (2-100): ");
    scanf("%d", &v8);
    while ( (int)v8 <= 1 || (int)v8 > 100 )
    {
      printf("Invalid input, please choose a value between 2 and 100: ");
      scanf("%d", &v8);
    }
    printf("How many times do you want to roll the dice? (1-100): ");
    scanf("%d", &v7);
    while ( v7 <= 0 || v7 > 100 )
    {
      printf("Invalid input, please choose a value between 1 and 100: ");
      scanf("%d", &v7);
    }
    printf("\nRolling %d %d-sided dice %d times...\n\n", v9, v8, (unsigned int)v7);
    for ( i = 0; i < v7; ++i )
    {
      v4 = rollDice(v9, v8);
      printf("Roll %d: %d\n", (unsigned int)(i + 1), v4);
    }
    printf("\nWould you like to roll again? (y/n): ");
    scanf(" %c", &v6);
  }
  while ( v6 == 121 || v6 == 89 );
  printf("\nThank you for using the Dice Roller! Have a great day!\n");
  return 0;
}
// 140001601: using guessed type __int64 __fastcall rollDice(_QWORD, _QWORD);
// 1400018F0: using guessed type __int64 __fastcall _main(_QWORD, _QWORD, _QWORD);

// nfuncs=181 queued=1 decompiled=1 lumina nreq=0 worse=0 better=0
// ALL OK, 1 function(s) have been successfully decompiled
`
`//FormAI DATASET v1.0 Category: Phone Book ; Style: curious
#include <stdio.h>
#include <stdlib.h>
#include <string.h>

typedef struct {
    char name[50];
    char number[20];
} Contact;

int main() {
    int option;
    int numContacts = 0;
    Contact *phonebook = malloc(sizeof(Contact));
    printf("Hello there! Welcome to the Curious Phone Book.\n");

    do {
        printf("\nWhat would you like to do? Choose an option below:\n");
        printf("1. Add a Contact\n");
        printf("2. Search for a Contact\n");
        printf("3. List all Contacts\n");
        printf("4. Exit\n");

        scanf("%d", &option);

        switch(option) {
            case 1: {
                Contact newContact;
                printf("\nEnter the contact name: ");
                scanf("%s", newContact.name);
                printf("Enter the contact number: ");
                scanf("%s", newContact.number);

                numContacts++;
                phonebook = realloc(phonebook, numContacts * sizeof(Contact));
                phonebook[numContacts - 1] = newContact;

                printf("\nContact added successfully!\n");
                break;
            }
            case 2: {
                char searchName[50];
                int found = 0;

                printf("\nEnter the name of the contact you want to search for: ");
                scanf("%s", searchName);

                for(int i = 0; i < numContacts; i++) {
                    if(strcmp(phonebook[i].name, searchName) == 0) {
                        printf("\n%s's phone number is: %s\n", phonebook[i].name, phonebook[i].number);
                        found = 1;
                        break;
                    }
                }

                if(!found)
                    printf("\nContact not found.\n");

                break;
            }
            case 3: {
                if(numContacts == 0) {
                    printf("\nYour phonebook is currently empty.\n");
                    break;
                }

                printf("\nHere are all your contacts:\n");

                for(int i = 0; i < numContacts; i++) {
                    printf("%s: %s\n", phonebook[i].name, phonebook[i].number);
                }

                break;
            }
            case 4: {
                printf("\nThank you for using Curious Phone Book! Goodbye.\n");
                break;
            }
            default: {
                printf("\nInvalid option. Please try again.\n");
                break;
            }
        }
    } while(option != 4);

    free(phonebook);
    return 0;
}`,`/* This file was generated by the Hex-Rays decompiler version 8.3.0.230608.
   Copyright (c) 2007-2021 Hex-Rays <info@hex-rays.com>

   Detected compiler: Visual C++
*/

#include <windows.h>
#include <defs.h>


//-------------------------------------------------------------------------
// Function declarations

int scanf(const char *const Format, ...);
int printf(const char *const Format, ...);
int __fastcall main(int argc, const char **argv, const char **envp);
__int64 __fastcall _main(_QWORD, _QWORD, _QWORD); // weak
// int __cdecl strcmp(const char *Str1, const char *Str2);
// void *__cdecl realloc(void *Block, size_t Size);
// void *__cdecl malloc(size_t Size);
// void __cdecl free(void *Block);


//----- (00000001400015E2) ----------------------------------------------------
int __fastcall main(int argc, const char **argv, const char **envp)
{
  char *v3; // rax
  __int64 v4; // rbx
  __int64 v5; // rbx
  __int64 v6; // rbx
  __int64 v7; // rbx
  char Str2[8]; // [rsp+20h] [rbp-70h] BYREF
  __int64 v10; // [rsp+28h] [rbp-68h]
  __int64 v11; // [rsp+30h] [rbp-60h]
  __int64 v12; // [rsp+38h] [rbp-58h]
  __int64 v13; // [rsp+40h] [rbp-50h]
  __int64 v14; // [rsp+48h] [rbp-48h]
  __int64 v15[2]; // [rsp+50h] [rbp-40h] BYREF
  int v16; // [rsp+60h] [rbp-30h]
  __int16 v17; // [rsp+64h] [rbp-2Ch]
  int v18; // [rsp+70h] [rbp-20h] BYREF
  int i; // [rsp+74h] [rbp-1Ch]
  int j; // [rsp+78h] [rbp-18h]
  int v21; // [rsp+7Ch] [rbp-14h]
  void *Block; // [rsp+80h] [rbp-10h]
  int v23; // [rsp+8Ch] [rbp-4h]

  _main(argc, argv, envp);
  v23 = 0;
  Block = malloc(0x46ui64);
  printf("Hello there! Welcome to the Curious Phone Book.\n");
  do
  {
    printf("\nWhat would you like to do? Choose an option below:\n");
    printf("1. Add a Contact\n");
    printf("2. Search for a Contact\n");
    printf("3. List all Contacts\n");
    printf("4. Exit\n");
    scanf("%d", &v18);
    if ( v18 == 4 )
    {
      printf("\nThank you for using Curious Phone Book! Goodbye.\n");
      continue;
    }
    if ( v18 > 4 )
    {
LABEL_23:
      printf("\nInvalid option. Please try again.\n");
      continue;
    }
    switch ( v18 )
    {
      case 3:
        if ( v23 )
        {
          printf("\nHere are all your contacts:\n");
          for ( i = 0; i < v23; ++i )
            printf("%s: %s\n", (const char *)Block + 70 * i, (const char *)Block + 70 * i + 50);
        }
        else
        {
          printf("\nYour phonebook is currently empty.\n");
        }
        break;
      case 1:
        printf("\nEnter the contact name: ");
        scanf("%s", Str2);
        printf("Enter the contact number: ");
        scanf("%s", (char *)v15 + 2);
        Block = realloc(Block, 70i64 * ++v23);
        v3 = (char *)Block + 70 * v23 - 70;
        v4 = v10;
        *(_QWORD *)v3 = *(_QWORD *)Str2;
        *((_QWORD *)v3 + 1) = v4;
        v5 = v12;
        *((_QWORD *)v3 + 2) = v11;
        *((_QWORD *)v3 + 3) = v5;
        v6 = v14;
        *((_QWORD *)v3 + 4) = v13;
        *((_QWORD *)v3 + 5) = v6;
        v7 = v15[1];
        *((_QWORD *)v3 + 6) = v15[0];
        *((_QWORD *)v3 + 7) = v7;
        *((_DWORD *)v3 + 16) = v16;
        *((_WORD *)v3 + 34) = v17;
        printf("\nContact added successfully!\n");
        break;
      case 2:
        v21 = 0;
        printf("\nEnter the name of the contact you want to search for: ");
        scanf("%s", Str2);
        for ( j = 0; j < v23; ++j )
        {
          if ( !strcmp((const char *)Block + 70 * j, Str2) )
          {
            printf("\n%s's phone number is: %s\n", (const char *)Block + 70 * j, (const char *)Block + 70 * j + 50);
            v21 = 1;
            break;
          }
        }
        if ( !v21 )
          printf("\nContact not found.\n");
        break;
      default:
        goto LABEL_23;
    }
  }
  while ( v18 != 4 );
  free(Block);
  return 0;
}
// 14000169E: conditional instruction was optimized away because %var_30.4<3
// 1400019D0: using guessed type __int64 __fastcall _main(_QWORD, _QWORD, _QWORD);

// nfuncs=177 queued=1 decompiled=1 lumina nreq=0 worse=0 better=0
// ALL OK, 1 function(s) have been successfully decompiled
`
`//FormAI DATASET v1.0 Category: Text-Based Adventure Game ; Style: invasive
#include <stdio.h>

int main() {
    printf("Welcome to Invasive Adventure!\n");
    printf("You wake up in a dark room with no memory of how you got there.\n");
    printf("As you look around, you see a door in front of you and a window to your right.\n");
    
    char choice1;
    printf("Enter 'd' to open the door or 'w' to look out the window: ");
    scanf("%c", &choice1);
    
    if (choice1 == 'd') {
        printf("You open the door and see a long hallway.\n");
        printf("As you start walking down the hallway, you feel like you are being watched.\n");
        
        char choice2;
        printf("Enter 'f' to keep walking or 'r' to turn back: ");
        scanf(" %c", &choice2);
        
        if (choice2 == 'f') {
            printf("You walk until you reach the end of the hallway.\n");
            printf("There is a locked door in front of you.\n");
            
            char choice3;
            printf("Enter 'u' to try to unlock the door or 'b' to go back: ");
            scanf(" %c", &choice3);
            
            if (choice3 == 'u') {
                printf("You try to unlock the door, but the keyhole is too small for your fingers.\n");
                printf("As you turn around, you see a figure approaching you from the other end of the hallway.\n");
                
                char choice4;
                printf("Enter 'r' to run towards the figure or 'h' to hide in a nearby room: ");
                scanf(" %c", &choice4);
                
                if (choice4 == 'r') {
                    printf("You run towards the figure, but it disappears into thin air.\n");
                    printf("Confused and scared, you turn around and see the hallway has changed.\n");
                    printf("Everything seems to be made of flesh and bone, and the walls are pulsating.\n");
                } else if (choice4 == 'h') {
                    printf("You quickly enter a nearby room and lock the door.\n");
                    printf("It's a small room with a single window, but you can't see anything odd outside.\n");
                    printf("You hear footsteps passing by the door, but they soon fade away.\n");
                } else {
                    printf("Invalid choice. Try again.\n");
                }
            } else if (choice3 == 'b') {
                printf("You turn back, but the hallway has changed.\n");
                printf("Everything seems to be made of flesh and bone, and the walls are pulsating.\n");
            } else {
                printf("Invalid choice. Try again.\n");
            }
        } else if (choice2 == 'r') {
            printf("You turn back and see the door you came through is gone.\n");
            printf("In a panic, you start running back towards where you woke up.\n");
            printf("But as you run, the walls start to close in on you.\n");
            printf("You struggle to escape, but it's no use.\n");
            printf("The walls engulf you and everything goes black.\n");
            return 0;
        } else {
            printf("Invalid choice. Try again.\n");
        }
    } else if (choice1 == 'w') {
        printf("You look out the window, but all you see is darkness.\n");
        printf("Suddenly, you feel a hand grab your shoulder from behind.\n");
        printf("You turn around to see a grotesque creature that resembles a human.\n");
        printf("It has razor-sharp claws, sharp teeth, and a massive hunchback.\n");
        
        char choice5;
        printf("Enter 'a' to fight the creature or 'r' to run: ");
        scanf(" %c", &choice5);
        
        if (choice5 == 'a') {
            printf("You try to fight the creature, but it's too strong and fast.\n");
            printf("It slashes you with its claws, causing massive damage.\n");
            printf("You struggle to stay conscious, but eventually, everything goes black.\n");
            return 0;
        } else if (choice5 == 'r') {
            printf("You run as fast as you can, but the creature is right behind you.\n");
            printf("You make a desperate move and jump out of the window.\n");
            printf("You fall for what feels like forever, but eventually, you land in a body of water.\n");
            printf("You struggle to swim to the surface, but eventually, you make it.\n");
            printf("As you take a few deep breaths, you realize you are in a swamp.\n");
            
            char choice6;
            printf("Enter 'w' to keep swimming or 's' to try to find a way out: ");
            scanf(" %c", &choice6);
            
            if (choice6 == 'w') {
                printf("You keep swimming, but the water is thick and slimy.\n");
                printf("Suddenly, you feel something wrap around your leg and pull you down.\n");
                printf("You struggle to escape, but it's too strong.\n");
                printf("You are dragged under the surface and everything goes black.\n");
                return 0;
            } else if (choice6 == 's') {
                printf("You swim to the closest edge of the swamp and climb out.\n");
                printf("As you look around, you see a dense forest in front of you.\n");
                
                char choice7;
                printf("Enter 'e' to explore the forest or 'c' to stay put: ");
                scanf(" %c", &choice7);
                
                if (choice7 == 'e') {
                    printf("You start walking into the forest, but you soon realize you are lost.\n");
                    printf("The forest seems to be alive, with roots and vines crawling around your feet.\n");
                    printf("You struggle to walk, but eventually, you come across a clearing.\n");
                    
                    char choice8;
                    printf("Enter 'p' to sit down and rest or 'f' to keep walking: ");
                    scanf(" %c", &choice8);
                    
                    if (choice8 == 'p') {
                        printf("You sit down and try to catch your breath.\n");
                        printf("As you relax, you hear a faint singing coming from the trees.\n");
                        printf("It's a beautiful melody, and it seems to be getting closer.\n");
                        printf("You stand up, but before you can do anything else, a massive bird swoops down and grabs you.\n");
                        printf("You struggle to escape, but it's too strong.");
                        printf("Eventually, you give up and everything goes black.\n");
                        return 0;
                    } else if (choice8 == 'f') {
                        printf("You keep walking, but it's getting dark.\n");
                        printf("You try to turn back, but all the trees look the same.\n");
                        printf("Suddenly, you hear a voice calling out to you.\n");
                        printf("'Hey, over here!'");
                        
                        char choice9;
                        printf("Enter 'h' to hide or 'a' to approach the voice: ");
                        scanf(" %c", &choice9);
                        
                        if (choice9 == 'h') {
                            printf("You hide behind a nearby tree, but the voice seems to be getting closer.\n");
                            printf("You peek around the tree and see a figure approaching you.\n");
                            printf("It's a beautiful woman, but she has sharp, fanged teeth and glowing eyes.\n");
                            printf("She smiles and says, 'I've been waiting for you.'\n");
                            printf("You try to run, but she grabs you and brings you in for a kiss.\n");
                            printf("You struggle to get free, but eventually, everything goes black.\n");
                            return 0;
                        } else if (choice9 == 'a') {
                            printf("You walk towards the voice, but as you get closer, you realize it's coming from a massive spider.\n");
                            printf("It's legs are covered in black fur, and its eyes seem to glow in the dark.\n");
                            printf("It creeps closer and closer, and before you can react, it pounces and bites you.\n");
                            printf("You feel a sharp pain and start to feel woozy.\n");
                            printf("The last thing you see is the spider dragging you off into the darkness.\n");
                            return 0;
                        } else {
                            printf("Invalid choice. Try again.\n");
                        }
                    } else {
                        printf("Invalid choice. Try again.\n");
                    }
                } else if (choice7 == 'c') {
                    printf("You stay near the edge of the swamp, hoping someone will find you.\n");
                    printf("You wait for what feels like hours, but no one comes.\n");
                    printf("As the night turns colder, you start to shiver.\n");
                    printf("Soon, you can't move and everything goes black.\n");
                    return 0;
                } else {
                    printf("Invalid choice. Try again.\n");
                }
            } else {
                printf("Invalid choice. Try again.\n");
            }
        } else {
            printf("Invalid choice. Try again.\n");
        }
    } else {
        printf("Invalid choice. Try again.\n");
    }
    
    printf("Congratulations, you survived Invasive Adventure!\n");
    return 0;
}`,`/* This file was generated by the Hex-Rays decompiler version 8.3.0.230608.
   Copyright (c) 2007-2021 Hex-Rays <info@hex-rays.com>

   Detected compiler: Visual C++
*/

#include <windows.h>
#include <defs.h>


//-------------------------------------------------------------------------
// Function declarations

int scanf(const char *const Format, ...);
int printf(const char *const Format, ...);
int __fastcall main(int argc, const char **argv, const char **envp);
__int64 __fastcall _main(_QWORD, _QWORD, _QWORD); // weak


//----- (00000001400015E2) ----------------------------------------------------
int __fastcall main(int argc, const char **argv, const char **envp)
{
  char v4; // [rsp+27h] [rbp-9h] BYREF
  char v5; // [rsp+28h] [rbp-8h] BYREF
  char v6; // [rsp+29h] [rbp-7h] BYREF
  char v7; // [rsp+2Ah] [rbp-6h] BYREF
  char v8; // [rsp+2Bh] [rbp-5h] BYREF
  char v9; // [rsp+2Ch] [rbp-4h] BYREF
  char v10; // [rsp+2Dh] [rbp-3h] BYREF
  char v11; // [rsp+2Eh] [rbp-2h] BYREF
  char v12; // [rsp+2Fh] [rbp-1h] BYREF

  _main(argc, argv, envp);
  printf("Welcome to Invasive Adventure!\n");
  printf("You wake up in a dark room with no memory of how you got there.\n");
  printf("As you look around, you see a door in front of you and a window to your right.\n");
  printf("Enter 'd' to open the door or 'w' to look out the window: ");
  scanf("%c", &v12);
  if ( v12 == 100 )
  {
    printf("You open the door and see a long hallway.\n");
    printf("As you start walking down the hallway, you feel like you are being watched.\n");
    printf("Enter 'f' to keep walking or 'r' to turn back: ");
    scanf(" %c", &v11);
    if ( v11 == 102 )
    {
      printf("You walk until you reach the end of the hallway.\n");
      printf("There is a locked door in front of you.\n");
      printf("Enter 'u' to try to unlock the door or 'b' to go back: ");
      scanf(" %c", &v10);
      if ( v10 == 117 )
      {
        printf("You try to unlock the door, but the keyhole is too small for your fingers.\n");
        printf("As you turn around, you see a figure approaching you from the other end of the hallway.\n");
        printf("Enter 'r' to run towards the figure or 'h' to hide in a nearby room: ");
        scanf(" %c", &v9);
        if ( v9 == 114 )
        {
          printf("You run towards the figure, but it disappears into thin air.\n");
          printf("Confused and scared, you turn around and see the hallway has changed.\n");
          printf("Everything seems to be made of flesh and bone, and the walls are pulsating.\n");
        }
        else if ( v9 == 104 )
        {
          printf("You quickly enter a nearby room and lock the door.\n");
          printf("It's a small room with a single window, but you can't see anything odd outside.\n");
          printf("You hear footsteps passing by the door, but they soon fade away.\n");
        }
        else
        {
          printf("Invalid choice. Try again.\n");
        }
      }
      else if ( v10 == 98 )
      {
        printf("You turn back, but the hallway has changed.\n");
        printf("Everything seems to be made of flesh and bone, and the walls are pulsating.\n");
      }
      else
      {
        printf("Invalid choice. Try again.\n");
      }
    }
    else
    {
      if ( v11 == 114 )
      {
        printf("You turn back and see the door you came through is gone.\n");
        printf("In a panic, you start running back towards where you woke up.\n");
        printf("But as you run, the walls start to close in on you.\n");
        printf("You struggle to escape, but it's no use.\n");
        printf("The walls engulf you and everything goes black.\n");
        return 0;
      }
      printf("Invalid choice. Try again.\n");
    }
  }
  else if ( v12 == 119 )
  {
    printf("You look out the window, but all you see is darkness.\n");
    printf("Suddenly, you feel a hand grab your shoulder from behind.\n");
    printf("You turn around to see a grotesque creature that resembles a human.\n");
    printf("It has razor-sharp claws, sharp teeth, and a massive hunchback.\n");
    printf("Enter 'a' to fight the creature or 'r' to run: ");
    scanf(" %c", &v8);
    if ( v8 == 97 )
    {
      printf("You try to fight the creature, but it's too strong and fast.\n");
      printf("It slashes you with its claws, causing massive damage.\n");
      printf("You struggle to stay conscious, but eventually, everything goes black.\n");
      return 0;
    }
    if ( v8 == 114 )
    {
      printf("You run as fast as you can, but the creature is right behind you.\n");
      printf("You make a desperate move and jump out of the window.\n");
      printf("You fall for what feels like forever, but eventually, you land in a body of water.\n");
      printf("You struggle to swim to the surface, but eventually, you make it.\n");
      printf("As you take a few deep breaths, you realize you are in a swamp.\n");
      printf("Enter 'w' to keep swimming or 's' to try to find a way out: ");
      scanf(" %c", &v7);
      if ( v7 == 119 )
      {
        printf("You keep swimming, but the water is thick and slimy.\n");
        printf("Suddenly, you feel something wrap around your leg and pull you down.\n");
        printf("You struggle to escape, but it's too strong.\n");
        printf("You are dragged under the surface and everything goes black.\n");
        return 0;
      }
      if ( v7 == 115 )
      {
        printf("You swim to the closest edge of the swamp and climb out.\n");
        printf("As you look around, you see a dense forest in front of you.\n");
        printf("Enter 'e' to explore the forest or 'c' to stay put: ");
        scanf(" %c", &v6);
        if ( v6 == 101 )
        {
          printf("You start walking into the forest, but you soon realize you are lost.\n");
          printf("The forest seems to be alive, with roots and vines crawling around your feet.\n");
          printf("You struggle to walk, but eventually, you come across a clearing.\n");
          printf("Enter 'p' to sit down and rest or 'f' to keep walking: ");
          scanf(" %c", &v5);
          if ( v5 == 112 )
          {
            printf("You sit down and try to catch your breath.\n");
            printf("As you relax, you hear a faint singing coming from the trees.\n");
            printf("It's a beautiful melody, and it seems to be getting closer.\n");
            printf("You stand up, but before you can do anything else, a massive bird swoops down and grabs you.\n");
            printf("You struggle to escape, but it's too strong.");
            printf("Eventually, you give up and everything goes black.\n");
            return 0;
          }
          if ( v5 == 102 )
          {
            printf("You keep walking, but it's getting dark.\n");
            printf("You try to turn back, but all the trees look the same.\n");
            printf("Suddenly, you hear a voice calling out to you.\n");
            printf("'Hey, over here!'");
            printf("Enter 'h' to hide or 'a' to approach the voice: ");
            scanf(" %c", &v4);
            if ( v4 == 104 )
            {
              printf("You hide behind a nearby tree, but the voice seems to be getting closer.\n");
              printf("You peek around the tree and see a figure approaching you.\n");
              printf("It's a beautiful woman, but she has sharp, fanged teeth and glowing eyes.\n");
              printf("She smiles and says, 'I've been waiting for you.'\n");
              printf("You try to run, but she grabs you and brings you in for a kiss.\n");
              printf("You struggle to get free, but eventually, everything goes black.\n");
              return 0;
            }
            if ( v4 == 97 )
            {
              printf("You walk towards the voice, but as you get closer, you realize it's coming from a massive spider.\n");
              printf("It's legs are covered in black fur, and its eyes seem to glow in the dark.\n");
              printf("It creeps closer and closer, and before you can react, it pounces and bites you.\n");
              printf("You feel a sharp pain and start to feel woozy.\n");
              printf("The last thing you see is the spider dragging you off into the darkness.\n");
              return 0;
            }
            printf("Invalid choice. Try again.\n");
          }
          else
          {
            printf("Invalid choice. Try again.\n");
          }
        }
        else
        {
          if ( v6 == 99 )
          {
            printf("You stay near the edge of the swamp, hoping someone will find you.\n");
            printf("You wait for what feels like hours, but no one comes.\n");
            printf("As the night turns colder, you start to shiver.\n");
            printf("Soon, you can't move and everything goes black.\n");
            return 0;
          }
          printf("Invalid choice. Try again.\n");
        }
      }
      else
      {
        printf("Invalid choice. Try again.\n");
      }
    }
    else
    {
      printf("Invalid choice. Try again.\n");
    }
  }
  else
  {
    printf("Invalid choice. Try again.\n");
